AUDITUSER,AUDITTIMESTAMP,SAMPLEDEFID,TESTID,VARID,LABID,MAXHOLDTIME,RECORDER
NULL,"2025-09-08 13:24:26.597",42,37,3235,0,0.0,24
NULL,"2025-09-08 13:24:26.603",42,35,3236,0,0.0,25
NULL,"2025-09-08 13:24:26.610",42,36,3238,0,0.0,26
NULL,"2025-09-08 13:29:12.657",43,1,3258,0,0.0,1
NULL,"2025-09-08 13:29:12.667",43,18,3278,0,0.0,2
NULL,"2025-09-08 13:29:12.673",43,13,3286,0,0.0,3
NULL,"2025-09-08 13:29:12.683",43,8,3280,0,0.0,4
NULL,"2025-09-08 13:29:12.690",43,3,3269,0,0.0,5
NULL,"2025-09-08 13:29:12.700",43,14,3290,0,0.0,6
NULL,"2025-09-08 13:29:12.710",43,15,3272,0,0.0,7
NULL,"2025-09-08 13:29:12.717",43,16,3274,0,0.0,8
NULL,"2025-09-08 13:29:12.723",43,17,3275,0,0.0,9
NULL,"2025-09-08 13:29:12.733",43,7,3281,0,0.0,10
NULL,"2025-09-08 13:29:12.740",43,4,3256,0,0.0,11
NULL,"2025-09-08 13:29:12.750",43,21,3282,0,0.0,12
NULL,"2025-09-08 13:29:12.757",43,9,3283,0,0.0,13
NULL,"2025-09-08 13:29:12.763",43,10,3285,0,0.0,14
NULL,"2025-09-08 13:29:12.773",43,37,3288,0,0.0,15
NULL,"2025-09-08 13:29:12.780",43,35,3289,0,0.0,16
NULL,"2025-09-08 13:29:12.787",43,36,3291,0,0.0,17
NULL,"2025-09-08 13:29:12.797",43,20,3279,0,0.0,18
NULL,"2025-09-08 13:32:20.763",44,1,3311,0,0.0,1
NULL,"2025-09-08 13:32:20.773",44,18,3331,0,0.0,2
NULL,"2025-09-08 13:32:20.783",44,13,3340,0,0.0,3
NULL,"2025-09-08 13:32:20.790",44,8,3334,0,0.0,4
NULL,"2025-09-08 13:32:20.800",44,3,3322,0,0.0,5
NULL,"2025-09-08 13:32:20.807",44,14,3342,0,0.0,6
NULL,"2025-09-08 13:32:20.813",44,15,3325,0,0.0,7
NULL,"2025-09-08 13:32:20.820",44,16,3327,0,0.0,8
NULL,"2025-09-08 13:32:20.830",44,17,3328,0,0.0,9
NULL,"2025-09-08 13:32:20.837",44,7,3335,0,0.0,10
NULL,"2025-09-08 13:32:20.843",44,4,3309,0,0.0,11
NULL,"2025-09-08 13:32:20.853",44,21,3336,0,0.0,12
NULL,"2025-09-08 13:32:20.860",44,9,3337,0,0.0,13
NULL,"2025-09-08 13:32:20.870",44,10,3339,0,0.0,14
NULL,"2025-09-08 13:32:20.877",44,20,3333,0,0.0,15
NULL,"2025-09-08 13:32:20.883",44,23,3341,0,0.0,16
NULL,"2025-09-08 13:34:11.880",45,1,3362,0,0.0,1
NULL,"2025-09-08 13:34:11.887",45,18,3382,0,0.0,2
NULL,"2025-09-08 13:34:11.893",45,13,3391,0,0.0,3
NULL,"2025-09-08 13:34:11.903",45,8,3385,0,0.0,4
NULL,"2025-09-08 13:34:11.910",45,3,3373,0,0.0,5
NULL,"2025-09-08 13:34:11.920",45,14,3393,0,0.0,6
NULL,"2025-09-08 13:34:11.927",45,15,3376,0,0.0,7
NULL,"2025-09-08 13:34:11.933",45,16,3378,0,0.0,8
NULL,"2025-09-08 13:34:11.943",45,17,3379,0,0.0,9
NULL,"2025-09-08 13:34:11.950",45,7,3386,0,0.0,10
NULL,"2025-09-08 13:34:11.960",45,4,3381,0,0.0,11
NULL,"2025-09-08 13:34:11.967",45,21,3387,0,0.0,12
NULL,"2025-09-08 13:34:11.980",45,9,3388,0,0.0,13
NULL,"2025-09-08 13:34:11.987",45,10,3390,0,0.0,14
NULL,"2025-09-08 13:34:11.993",45,20,3384,0,0.0,15
NULL,"2025-09-08 13:34:12.003",45,23,3392,0,0.0,16
NULL,"2025-09-08 14:08:13.627",50,49,3619,0,0.0,33
NULL,"2025-09-08 14:08:13.633",50,50,3620,0,0.0,34
NULL,"2025-09-08 14:08:13.643",50,45,3621,0,0.0,35
NULL,"2025-09-08 14:08:13.653",50,32,3614,0,0.0,36
NULL,"2025-09-08 14:09:05.103",51,53,3622,0,0.0,1
NULL,"2025-09-08 14:09:05.113",51,54,3623,0,0.0,2
NULL,"2025-09-08 14:09:05.120",51,55,3624,0,0.0,3
NULL,"2025-09-08 14:09:05.127",51,56,3625,0,0.0,4
NULL,"2025-09-08 14:09:05.133",51,57,3626,0,0.0,5
NULL,"2025-09-08 14:09:05.140",51,58,3627,0,0.0,6
NULL,"2025-09-08 14:09:05.150",51,59,3628,0,0.0,7
NULL,"2025-09-08 14:09:05.157",51,60,3629,0,0.0,8
NULL,"2025-09-08 14:09:05.163",51,61,3630,0,0.0,9
NULL,"2025-09-08 14:24:04.580",57,8,3909,0,0.0,6
NULL,"2025-09-08 14:24:04.587",57,3,3898,0,0.0,7
NULL,"2025-09-08 14:24:04.593",57,14,3919,0,0.0,8
NULL,"2025-09-08 14:24:04.603",57,15,3901,0,0.0,9
NULL,"2025-09-08 14:24:04.610",57,16,3903,0,0.0,10
NULL,"2025-09-08 14:24:04.617",57,17,3904,0,0.0,11
NULL,"2025-09-08 14:24:04.627",57,7,3910,0,0.0,12
NULL,"2025-09-08 14:24:04.633",57,4,3885,0,0.0,13
NULL,"2025-09-08 14:24:04.640",57,21,3911,0,0.0,14
NULL,"2025-09-08 14:24:04.647",57,9,3912,0,0.0,15
NULL,"2025-09-08 14:24:04.650",57,22,3913,0,0.0,16
NULL,"2025-09-08 14:24:04.660",57,10,3914,0,0.0,17
NULL,"2025-09-08 14:24:04.667",57,37,3917,0,0.0,18
NULL,"2025-09-08 14:24:04.673",57,35,3918,0,0.0,19
NULL,"2025-09-08 14:24:04.680",57,36,3920,0,0.0,20
NULL,"2025-09-08 14:40:46.647",66,20,4410,0,0.0,1
NULL,"2025-09-08 14:40:46.653",66,1,4388,0,0.0,2
NULL,"2025-09-08 14:40:46.663",66,18,4408,0,0.0,3
NULL,"2025-09-08 14:40:46.670",66,13,4416,0,0.0,4
NULL,"2025-09-08 14:40:46.680",66,11,4417,0,0.0,5
NULL,"2025-09-08 14:40:46.690",66,8,4411,0,0.0,6
NULL,"2025-09-08 13:43:40.243",47,20,3506,0,0.0,1
NULL,"2025-09-08 13:43:40.253",47,1,3501,0,0.0,2
NULL,"2025-09-08 13:43:40.260",47,18,3505,0,0.0,3
NULL,"2025-09-08 13:43:40.270",47,13,3513,0,0.0,4
NULL,"2025-09-08 13:43:40.277",47,23,3514,0,0.0,5
NULL,"2025-09-08 13:43:40.287",47,8,3507,0,0.0,6
NULL,"2025-09-08 13:43:40.293",47,3,3502,0,0.0,7
NULL,"2025-09-08 13:43:40.300",47,14,3517,0,0.0,8
NULL,"2025-09-08 13:43:40.307",47,15,3494,0,0.0,9
NULL,"2025-09-08 13:43:40.313",47,16,3496,0,0.0,10
NULL,"2025-09-08 13:43:40.323",47,17,3497,0,0.0,11
NULL,"2025-09-08 13:43:40.330",47,7,3508,0,0.0,12
NULL,"2025-09-08 13:43:40.337",47,4,3499,0,0.0,13
NULL,"2025-09-08 13:43:40.347",47,21,3509,0,0.0,14
NULL,"2025-09-08 13:43:40.353",47,9,3510,0,0.0,15
NULL,"2025-09-08 13:43:40.360",47,22,3511,0,0.0,16
NULL,"2025-09-08 13:43:40.370",47,10,3512,0,0.0,17
NULL,"2025-09-08 13:43:40.377",47,27,3522,0,0.0,18
NULL,"2025-09-08 13:43:40.387",47,26,3524,0,0.0,19
NULL,"2025-09-08 13:43:40.393",47,28,3526,0,0.0,20
NULL,"2025-09-08 13:43:40.403",47,29,3528,0,0.0,21
NULL,"2025-09-08 13:43:40.410",47,30,3530,0,0.0,22
NULL,"2025-09-08 13:43:40.420",47,31,3534,0,0.0,23
NULL,"2025-09-08 13:43:40.430",47,32,3536,0,0.0,24
NULL,"2025-09-08 14:40:46.753",66,21,4413,0,0.0,13
NULL,"2025-09-08 14:40:46.760",66,9,4414,0,0.0,14
NULL,"2025-09-08 14:40:46.770",66,10,4415,0,0.0,15
NULL,"2025-09-08 14:40:46.777",66,37,4418,0,0.0,16
NULL,"2025-09-08 14:40:46.787",66,35,4419,0,0.0,17
NULL,"2025-09-08 14:40:46.800",66,36,4421,0,0.0,18
NULL,"2025-09-08 13:57:12.600",46,19,3434,0,0.0,1
NULL,"2025-09-08 13:57:12.607",46,20,3435,0,0.0,2
NULL,"2025-09-08 13:57:12.613",46,1,3413,0,0.0,3
NULL,"2025-09-08 13:57:12.620",46,18,3433,0,0.0,4
NULL,"2025-09-08 13:57:12.630",46,8,3413,0,0.0,5
NULL,"2025-09-08 13:57:12.640",46,3,3417,0,0.0,6
NULL,"2025-09-08 13:57:12.647",46,14,3447,0,0.0,7
NULL,"2025-09-08 13:57:12.653",46,15,3422,0,0.0,8
NULL,"2025-09-08 13:57:12.660",46,16,3424,0,0.0,9
NULL,"2025-09-08 13:57:12.667",46,17,3425,0,0.0,10
NULL,"2025-09-08 13:57:12.677",46,7,3438,0,0.0,11
NULL,"2025-09-08 13:57:12.683",46,4,3411,0,0.0,12
NULL,"2025-09-08 13:57:12.693",46,33,3439,0,0.0,13
NULL,"2025-09-08 13:57:12.700",46,43,3428,0,0.0,14
NULL,"2025-09-08 13:57:12.710",46,42,3429,0,0.0,15
NULL,"2025-09-08 13:57:12.717",46,41,3430,0,0.0,16
NULL,"2025-09-08 13:57:12.727",46,40,3431,0,0.0,17
NULL,"2025-09-08 13:57:12.757",46,39,3432,0,0.0,18
NULL,"2025-09-08 13:57:12.767",46,21,3440,0,0.0,19
NULL,"2025-09-08 13:57:12.777",46,37,3445,0,0.0,20
NULL,"2025-09-08 13:57:12.783",46,35,3446,0,0.0,21
NULL,"2025-09-08 13:57:12.793",46,36,3448,0,0.0,22
NULL,"2025-09-08 13:57:12.803",46,44,3537,0,0.0,23
NULL,"2025-09-08 13:57:12.810",46,46,3538,0,0.0,24
NULL,"2025-09-08 13:57:12.820",46,48,3540,0,0.0,25
NULL,"2025-09-08 13:57:12.827",46,51,3520,0,0.0,26
NULL,"2025-09-08 13:57:12.837",46,27,3522,0,0.0,27
NULL,"2025-09-08 13:57:12.847",46,26,3524,0,0.0,28
NULL,"2025-09-08 13:57:12.857",46,28,3526,0,0.0,29
NULL,"2025-09-08 13:57:12.867",46,47,3539,0,0.0,30
NULL,"2025-09-08 13:57:12.877",46,29,3528,0,0.0,31
NULL,"2025-09-08 13:57:12.887",46,30,3530,0,0.0,32
NULL,"2025-09-08 13:57:12.897",46,52,3532,0,0.0,33
NULL,"2025-09-08 13:57:12.903",46,31,3534,0,0.0,34
NULL,"2025-09-08 13:57:12.913",46,49,3541,0,0.0,35
NULL,"2025-09-08 13:57:12.923",46,50,3542,0,0.0,36
NULL,"2025-09-08 13:57:12.933",46,45,3543,0,0.0,37
NULL,"2025-09-08 13:57:12.940",46,32,3536,0,0.0,38
NULL,"2025-09-08 14:00:49.977",48,53,3544,0,0.0,1
NULL,"2025-09-08 14:00:50.000",48,54,3545,0,0.0,2
NULL,"2025-09-08 14:00:50.010",48,55,3546,0,0.0,3
NULL,"2025-09-08 14:00:50.033",48,56,3547,0,0.0,4
NULL,"2025-09-08 14:00:50.040",48,57,3548,0,0.0,5
NULL,"2025-09-08 14:00:50.063",48,58,3549,0,0.0,6
NULL,"2025-09-08 14:00:50.070",48,59,3550,0,0.0,7
NULL,"2025-09-08 14:00:50.083",48,60,3551,0,0.0,8
NULL,"2025-09-08 14:00:50.100",48,61,3552,0,0.0,9
NULL,"2025-09-08 14:03:33.593",49,51,3519,0,0.0,1
NULL,"2025-09-08 14:03:33.617",49,27,3521,0,0.0,2
NULL,"2025-09-08 14:03:33.650",49,26,3523,0,0.0,3
NULL,"2025-09-08 14:03:33.687",49,28,3525,0,0.0,4
NULL,"2025-09-08 14:03:33.710",49,29,3527,0,0.0,5
NULL,"2025-09-08 14:03:33.747",49,30,3529,0,0.0,6
NULL,"2025-09-08 14:03:33.800",49,52,3531,0,0.0,7
NULL,"2025-09-08 14:03:33.830",49,31,3533,0,0.0,8
NULL,"2025-09-08 14:03:33.853",49,32,3535,0,0.0,9
NULL,"2025-09-08 14:08:13.337",50,20,3593,0,0.0,1
NULL,"2025-09-08 14:08:13.347",50,1,3572,0,0.0,2
NULL,"2025-09-08 14:08:13.353",50,18,3592,0,0.0,3
NULL,"2025-09-08 14:08:13.363",50,8,3594,0,0.0,4
NULL,"2025-09-08 14:08:13.370",50,3,3576,0,0.0,5
NULL,"2025-09-08 14:08:13.380",50,14,3604,0,0.0,6
NULL,"2025-09-08 14:08:13.387",50,15,3581,0,0.0,7
NULL,"2025-09-08 14:08:13.397",50,16,3583,0,0.0,8
NULL,"2025-09-08 14:08:13.407",50,17,3584,0,0.0,9
NULL,"2025-09-08 14:08:13.417",50,7,3595,0,0.0,10
NULL,"2025-09-08 14:08:13.423",50,4,3570,0,0.0,11
NULL,"2025-09-08 14:08:13.433",50,43,3587,0,0.0,12
NULL,"2025-09-08 14:12:09.790",52,20,3671,0,0.0,1
NULL,"2025-09-08 14:12:09.803",52,1,3650,0,0.0,2
NULL,"2025-09-08 14:12:09.813",52,18,3670,0,0.0,3
NULL,"2025-09-08 14:12:09.820",52,8,3672,0,0.0,4
NULL,"2025-09-08 14:12:09.830",52,3,3654,0,0.0,5
NULL,"2025-09-08 14:12:09.837",52,14,3682,0,0.0,6
NULL,"2025-09-08 14:12:09.847",52,15,3659,0,0.0,7
NULL,"2025-09-08 14:12:09.853",52,16,3661,0,0.0,8
NULL,"2025-09-08 14:12:09.863",52,17,3662,0,0.0,9
NULL,"2025-09-08 14:12:09.873",52,7,3673,0,0.0,10
NULL,"2025-09-08 14:12:09.880",52,4,3648,0,0.0,11
NULL,"2025-09-08 14:12:09.890",52,43,3665,0,0.0,12
NULL,"2025-09-08 14:12:09.900",52,42,3666,0,0.0,13
NULL,"2025-09-08 14:12:09.910",52,41,3667,0,0.0,14
NULL,"2025-09-08 14:12:09.917",52,40,3668,0,0.0,15
NULL,"2025-09-08 14:12:09.927",52,39,3669,0,0.0,16
NULL,"2025-09-08 14:12:09.937",52,21,3674,0,0.0,17
NULL,"2025-09-08 14:12:09.950",52,37,3683,0,0.0,18
NULL,"2025-09-08 14:12:09.960",52,35,3681,0,0.0,19
NULL,"2025-09-08 14:12:09.967",52,36,3683,0,0.0,20
NULL,"2025-09-08 14:12:09.977",52,44,3693,0,0.0,21
NULL,"2025-09-08 14:12:09.987",52,46,3694,0,0.0,22
NULL,"2025-09-08 14:12:09.997",52,48,3696,0,0.0,23
NULL,"2025-09-08 14:12:10.003",52,51,3684,0,0.0,24
NULL,"2025-09-08 14:12:10.013",52,27,3685,0,0.0,25
NULL,"2025-09-08 14:12:10.023",52,26,3686,0,0.0,26
NULL,"2025-09-08 14:12:10.033",52,28,3687,0,0.0,27
NULL,"2025-09-08 14:12:10.043",52,47,3695,0,0.0,28
NULL,"2025-09-08 14:12:10.053",52,29,3688,0,0.0,29
NULL,"2025-09-08 14:12:10.063",52,30,3689,0,0.0,30
NULL,"2025-09-08 14:12:10.070",52,52,3690,0,0.0,31
NULL,"2025-09-08 14:12:10.080",52,31,3691,0,0.0,32
NULL,"2025-09-08 14:12:10.090",52,49,3697,0,0.0,33
NULL,"2025-09-08 14:12:10.100",52,50,3698,0,0.0,34
NULL,"2025-09-08 14:12:10.110",52,45,3699,0,0.0,35
NULL,"2025-09-08 14:12:10.117",52,32,3692,0,0.0,36
NULL,"2025-09-08 14:12:55.387",53,53,3700,0,0.0,1
NULL,"2025-09-08 14:12:55.393",53,54,3701,0,0.0,2
NULL,"2025-09-08 14:12:55.400",53,55,3702,0,0.0,3
NULL,"2025-09-08 14:12:55.410",53,56,3703,0,0.0,4
NULL,"2025-09-08 14:12:55.420",53,57,3704,0,0.0,5
NULL,"2025-09-08 14:12:55.430",53,58,3705,0,0.0,6
NULL,"2025-09-08 14:12:55.437",53,59,3706,0,0.0,7
NULL,"2025-09-08 14:12:55.443",53,60,3707,0,0.0,8
NULL,"2025-09-08 14:12:55.450",53,61,3708,0,0.0,9
NULL,"2025-09-08 14:17:03.077",54,20,3749,0,0.0,1
NULL,"2025-09-08 14:17:03.083",54,1,3728,0,0.0,2
NULL,"2025-09-08 14:17:03.090",54,18,3748,0,0.0,3
NULL,"2025-09-08 14:17:03.100",54,13,3756,0,0.0,4
NULL,"2025-09-08 14:17:03.107",54,11,3757,0,0.0,5
NULL,"2025-09-08 14:17:03.117",54,8,3750,0,0.0,6
NULL,"2025-09-08 14:17:03.123",54,3,3739,0,0.0,7
NULL,"2025-09-08 14:17:03.130",54,14,3760,0,0.0,8
NULL,"2025-09-08 14:17:03.140",54,15,3742,0,0.0,9
NULL,"2025-09-08 14:17:03.147",54,16,3744,0,0.0,10
NULL,"2025-09-08 14:17:03.153",54,17,3745,0,0.0,11
NULL,"2025-09-08 14:17:03.160",54,7,3751,0,0.0,12
NULL,"2025-09-08 14:17:03.170",54,4,3726,0,0.0,13
NULL,"2025-09-08 14:17:03.177",54,21,3752,0,0.0,14
NULL,"2025-09-08 14:17:03.183",54,9,3753,0,0.0,15
NULL,"2025-09-08 14:17:03.197",54,22,3754,0,0.0,16
NULL,"2025-09-08 14:17:03.207",54,10,3755,0,0.0,17
NULL,"2025-09-08 14:17:03.217",54,37,3758,0,0.0,18
NULL,"2025-09-08 14:17:03.230",54,35,3759,0,0.0,19
NULL,"2025-09-08 14:17:03.243",54,36,3761,0,0.0,20
NULL,"2025-09-08 14:21:47.063",55,20,3802,0,0.0,1
NULL,"2025-09-08 14:21:47.073",55,1,3781,0,0.0,2
NULL,"2025-09-08 14:21:47.080",55,18,3801,0,0.0,3
NULL,"2025-09-08 14:21:47.090",55,13,3809,0,0.0,4
NULL,"2025-09-08 14:21:47.097",55,11,3810,0,0.0,5
NULL,"2025-09-08 14:21:47.107",55,8,3803,0,0.0,6
NULL,"2025-09-08 14:21:47.113",55,3,3792,0,0.0,7
NULL,"2025-09-08 14:21:47.123",55,14,3813,0,0.0,8
NULL,"2025-09-08 14:21:47.130",55,15,3795,0,0.0,9
NULL,"2025-09-08 14:21:47.140",55,16,3797,0,0.0,10
NULL,"2025-09-08 14:21:47.150",55,17,3798,0,0.0,11
NULL,"2025-09-08 14:21:47.157",55,7,3804,0,0.0,12
NULL,"2025-09-08 14:21:47.163",55,4,3779,0,0.0,13
NULL,"2025-09-08 14:21:47.173",55,21,3805,0,0.0,14
NULL,"2025-09-08 14:21:47.180",55,9,3806,0,0.0,15
NULL,"2025-09-08 14:21:47.190",55,22,3807,0,0.0,16
NULL,"2025-09-08 14:21:47.200",55,10,3808,0,0.0,17
NULL,"2025-09-08 14:21:47.207",55,37,3811,0,0.0,18
NULL,"2025-09-08 14:21:47.213",55,35,3812,0,0.0,19
NULL,"2025-09-08 14:21:47.220",55,36,3814,0,0.0,20
NULL,"2025-09-08 14:21:28.257",56,20,3855,0,0.0,1
NULL,"2025-09-08 14:21:28.267",56,1,3834,0,0.0,2
NULL,"2025-09-08 14:21:28.277",56,18,3854,0,0.0,3
NULL,"2025-09-08 14:21:28.287",56,13,3862,0,0.0,4
NULL,"2025-09-08 14:21:28.293",56,11,3863,0,0.0,5
NULL,"2025-09-08 14:21:28.303",56,8,3856,0,0.0,6
NULL,"2025-09-08 14:21:28.313",56,3,3845,0,0.0,7
NULL,"2025-09-08 14:21:28.320",56,14,3866,0,0.0,8
NULL,"2025-09-08 14:21:28.330",56,15,3848,0,0.0,9
NULL,"2025-09-08 14:21:28.337",56,16,3850,0,0.0,10
NULL,"2025-09-08 14:21:28.347",56,17,3851,0,0.0,11
NULL,"2025-09-08 14:21:28.357",56,7,3857,0,0.0,12
NULL,"2025-09-08 14:21:28.367",56,4,3832,0,0.0,13
NULL,"2025-09-08 14:21:28.373",56,21,3858,0,0.0,14
NULL,"2025-09-08 14:21:28.383",56,9,3859,0,0.0,15
NULL,"2025-09-08 14:21:28.390",56,22,3860,0,0.0,16
NULL,"2025-09-08 14:21:28.400",56,10,3861,0,0.0,17
NULL,"2025-09-08 14:21:28.410",56,37,3864,0,0.0,18
NULL,"2025-09-08 14:21:28.420",56,35,3865,0,0.0,19
NULL,"2025-09-08 14:21:28.430",56,36,3867,0,0.0,20
NULL,"2025-09-08 14:24:04.533",57,20,3908,0,0.0,1
NULL,"2025-09-08 14:24:04.543",57,1,3887,0,0.0,2
NULL,"2025-09-08 14:24:04.550",57,18,3907,0,0.0,3
NULL,"2025-09-08 14:24:04.560",57,13,3915,0,0.0,4
NULL,"2025-09-08 14:24:04.570",57,11,3916,0,0.0,5
NULL,"2025-09-08 14:25:42.960",58,20,3961,0,0.0,1
NULL,"2025-09-08 14:25:42.967",58,1,3940,0,0.0,2
NULL,"2025-09-08 14:25:42.977",58,18,3960,0,0.0,3
NULL,"2025-09-08 14:25:42.990",58,13,3968,0,0.0,4
NULL,"2025-09-08 14:25:42.997",58,11,3969,0,0.0,5
NULL,"2025-09-08 14:25:43.007",58,8,3962,0,0.0,6
NULL,"2025-09-08 14:25:43.017",58,3,3951,0,0.0,7
NULL,"2025-09-08 14:25:43.027",58,14,3972,0,0.0,8
NULL,"2025-09-08 14:25:43.033",58,15,3954,0,0.0,9
NULL,"2025-09-08 14:25:43.043",58,16,3956,0,0.0,10
NULL,"2025-09-08 14:25:43.050",58,17,3957,0,0.0,11
NULL,"2025-09-08 14:25:43.060",58,7,3963,0,0.0,12
NULL,"2025-09-08 14:25:43.067",58,4,3938,0,0.0,13
NULL,"2025-09-08 14:25:43.077",58,21,3964,0,0.0,14
NULL,"2025-09-08 14:25:43.090",58,9,3965,0,0.0,15
NULL,"2025-09-08 14:25:43.100",58,22,3966,0,0.0,16
NULL,"2025-09-08 14:25:43.110",58,10,3967,0,0.0,17
NULL,"2025-09-08 14:25:43.120",58,37,3970,0,0.0,18
NULL,"2025-09-08 14:25:43.130",58,35,3971,0,0.0,19
NULL,"2025-09-08 14:25:43.137",58,36,3973,0,0.0,20
NULL,"2025-09-08 14:26:55.463",59,1,3993,0,0.0,1
NULL,"2025-09-08 14:26:55.473",59,18,4008,0,0.0,2
NULL,"2025-09-08 14:26:55.483",59,3,3997,0,0.0,3
NULL,"2025-09-08 14:26:55.493",59,15,4002,0,0.0,4
NULL,"2025-09-08 14:26:55.507",59,16,4004,0,0.0,5
NULL,"2025-09-08 14:26:55.523",59,17,4005,0,0.0,6
NULL,"2025-09-08 14:26:55.537",59,4,3991,0,0.0,7
NULL,"2025-09-08 14:27:27.000",60,1,4030,0,0.0,1
NULL,"2025-09-08 14:27:27.007",60,3,4034,0,0.0,3
NULL,"2025-09-08 14:27:27.023",60,15,4039,0,0.0,4
NULL,"2025-09-08 14:27:27.037",60,16,4041,0,0.0,5
NULL,"2025-09-08 14:27:27.043",60,17,4042,0,0.0,6
NULL,"2025-09-08 14:27:27.053",60,4,4028,0,0.0,7
NULL,"2025-09-08 14:28:50.433",61,46,4064,0,0.0,1
NULL,"2025-09-08 14:28:50.440",61,48,4065,0,0.0,2
NULL,"2025-09-08 14:29:19.400",2,19,1222,0,0.0,1
NULL,"2025-09-08 14:29:19.407",2,20,1223,0,0.0,2
NULL,"2025-09-08 14:29:19.417",2,1,1201,0,0.0,3
NULL,"2025-09-08 14:29:19.427",2,18,1221,0,0.0,4
NULL,"2025-09-08 14:29:19.433",2,12,1230,0,0.0,5
NULL,"2025-09-08 14:29:19.443",2,8,1224,0,0.0,6
NULL,"2025-09-08 14:29:19.450",2,3,1212,0,0.0,7
NULL,"2025-09-08 14:29:19.460",2,14,1232,0,0.0,8
NULL,"2025-09-08 14:29:19.467",2,15,1215,0,0.0,9
NULL,"2025-09-08 14:29:19.477",2,16,1217,0,0.0,10
NULL,"2025-09-08 14:29:19.483",2,17,1218,0,0.0,11
NULL,"2025-09-08 14:29:19.490",2,7,1225,0,0.0,12
NULL,"2025-09-08 14:29:19.500",2,4,1199,0,0.0,13
NULL,"2025-09-08 14:29:19.507",2,21,1226,0,0.0,14
NULL,"2025-09-08 14:29:19.513",2,9,1227,0,0.0,15
NULL,"2025-09-08 14:29:19.523",2,22,1228,0,0.0,16
NULL,"2025-09-08 14:29:19.530",2,10,1229,0,0.0,17
NULL,"2025-09-08 14:29:19.537",2,23,1231,0,0.0,18
NULL,"2025-09-08 14:30:34.990",62,62,4158,0,0.0,1
NULL,"2025-09-08 14:30:34.997",62,23,4159,0,0.0,2
NULL,"2025-09-08 14:33:40.317",63,20,4252,0,0.0,1
NULL,"2025-09-08 14:33:40.327",63,1,4231,0,0.0,2
NULL,"2025-09-08 14:33:40.337",63,18,4250,0,0.0,3
NULL,"2025-09-08 14:33:40.347",63,13,4258,0,0.0,4
NULL,"2025-09-08 14:33:40.357",63,11,4259,0,0.0,5
NULL,"2025-09-08 14:33:40.367",63,8,4253,0,0.0,6
NULL,"2025-09-08 14:33:40.373",63,3,4235,0,0.0,7
NULL,"2025-09-08 14:33:40.383",63,14,4262,0,0.0,8
NULL,"2025-09-08 14:33:40.390",63,15,4239,0,0.0,9
NULL,"2025-09-08 14:33:40.400",63,16,4241,0,0.0,10
NULL,"2025-09-08 14:33:40.407",63,17,4242,0,0.0,11
NULL,"2025-09-08 14:33:40.417",63,4,4229,0,0.0,12
NULL,"2025-09-08 14:33:40.423",63,21,4255,0,0.0,13
NULL,"2025-09-08 14:33:40.430",63,9,4256,0,0.0,14
NULL,"2025-09-08 14:33:40.440",63,10,4257,0,0.0,15
NULL,"2025-09-08 14:33:40.447",63,37,4260,0,0.0,16
NULL,"2025-09-08 14:33:40.457",63,35,4261,0,0.0,17
NULL,"2025-09-08 14:33:40.463",63,36,4263,0,0.0,18
NULL,"2025-09-08 14:36:36.713",64,20,4305,0,0.0,1
NULL,"2025-09-08 14:36:36.720",64,1,4283,0,0.0,2
NULL,"2025-09-08 14:36:36.730",64,18,4303,0,0.0,3
NULL,"2025-09-08 14:36:36.737",64,13,4311,0,0.0,4
NULL,"2025-09-08 14:36:36.743",64,11,4312,0,0.0,5
NULL,"2025-09-08 14:36:36.763",64,8,4306,0,0.0,6
NULL,"2025-09-08 14:36:36.770",64,3,4294,0,0.0,7
NULL,"2025-09-08 14:36:36.780",64,14,4315,0,0.0,8
NULL,"2025-09-08 14:36:36.787",64,15,4297,0,0.0,9
NULL,"2025-09-08 14:36:36.797",64,16,4299,0,0.0,10
NULL,"2025-09-08 14:36:36.803",64,17,4300,0,0.0,11
NULL,"2025-09-08 14:36:36.810",64,4,4281,0,0.0,12
NULL,"2025-09-08 14:36:36.820",64,21,4308,0,0.0,13
NULL,"2025-09-08 14:36:36.847",64,9,4309,0,0.0,14
NULL,"2025-09-08 14:36:36.860",64,10,4310,0,0.0,15
NULL,"2025-09-08 14:36:36.870",64,37,4313,0,0.0,16
NULL,"2025-09-08 14:36:36.877",64,35,4314,0,0.0,17
NULL,"2025-09-08 14:36:36.883",64,36,4316,0,0.0,18
NULL,"2025-09-08 14:38:34.537",65,20,4357,0,0.0,1
NULL,"2025-09-08 14:38:34.547",65,1,4336,0,0.0,2
NULL,"2025-09-08 14:38:34.557",65,18,4355,0,0.0,3
NULL,"2025-09-08 14:38:34.563",65,13,4363,0,0.0,4
NULL,"2025-09-08 14:38:34.570",65,11,4364,0,0.0,5
NULL,"2025-09-08 14:38:34.583",65,8,4358,0,0.0,6
NULL,"2025-09-08 14:38:34.590",65,3,4340,0,0.0,7
NULL,"2025-09-08 14:38:34.600",65,14,4367,0,0.0,8
NULL,"2025-09-08 14:38:34.610",65,15,4344,0,0.0,9
NULL,"2025-09-08 14:38:34.617",65,16,4346,0,0.0,10
NULL,"2025-09-08 14:38:34.627",65,17,4347,0,0.0,11
NULL,"2025-09-08 14:38:34.640",65,4,4334,0,0.0,12
